n,pi
1874,3.0694
1875,3.0699
1876,3.0704
1877,3.0687
1878,3.0692
1879,3.0697
1880,3.0702
1881,3.0707
1882,3.0712
1883,3.0696
1884,3.0701
1885,3.0684
1886,3.0689
1887,3.0694
1888,3.0678
1889,3.0683
1890,3.0667
1891,3.0672
1892,3.0677
1893,3.0681
1894,3.0665
1895,3.0649
1896,3.0633
1897,3.0638
1898,3.0622
1899,3.0627
1900,3.0611
1901,3.0615
1902,3.0599
1903,3.0604
1904,3.0609
1905,3.0614
1906,3.0619
1907,3.0624
1908,3.0629
1909,3.0613
1910,3.0597
1911,3.0602
1912,3.0607
1913,3.0612
1914,3.0617
1915,3.0621
1916,3.0626
1917,3.0631
1918,3.0636
1919,3.0641
1920,3.0646
1921,3.0651
1922,3.0635
1923,3.0640
1924,3.0644
1925,3.0629
1926,3.0633
1927,3.0638
1928,3.0622
1929,3.0607
1930,3.0611
1931,3.0616
1932,3.0621
1933,3.0605
1934,3.0610
1935,3.0615
1936,3.0620
1937,3.0625
1938,3.0630
1939,3.0634
1940,3.0639
1941,3.0623
1942,3.0628
1943,3.0633
1944,3.0617
1945,3.0622
1946,3.0627
1947,3.0632
1948,3.0637
1949,3.0641
1950,3.0646
1951,3.0630
1952,3.0635
1953,3.0620
1954,3.0624
1955,3.0629
1956,3.0634
1957,3.0639
1958,3.0644
1959,3.0648
1960,3.0653
1961,3.0637
1962,3.0642
1963,3.0647
1964,3.0652
1965,3.0656
1966,3.0661
1967,3.0646
1968,3.0650
1969,3.0635
1970,3.0640
1971,3.0644
1972,3.0649
1973,3.0654
1974,3.0659
1975,3.0663
1976,3.0668
1977,3.0673
1978,3.0677
1979,3.0682
1980,3.0667
1981,3.0671
1982,3.0676
1983,3.0661
1984,3.0665
1985,3.0670
1986,3.0675
1987,3.0679
1988,3.0684
1989,3.0689
1990,3.0673
1991,3.0678
1992,3.0683
1993,3.0687
1994,3.0692
1995,3.0697
1996,3.0681
1997,3.0686
1998,3.0671
1999,3.0675
2000,3.0680
2001,3.0665
2002,3.0669
2003,3.0674
2004,3.0679
2005,3.0683
2006,3.0688
2007,3.0673
2008,3.0677
2009,3.0662
2010,3.0667
2011,3.0671
2012,3.0676
2013,3.0681
2014,3.0685
2015,3.0690
2016,3.0694
2017,3.0699
2018,3.0684
2019,3.0669
2020,3.0673
2021,3.0678
2022,3.0663
2023,3.0667
2024,3.0652
2025,3.0637
2026,3.0642
2027,3.0646
2028,3.0631
2029,3.0616
2030,3.0621
2031,3.0625
2032,3.0630
2033,3.0635
2034,3.0619
2035,3.0604
2036,3.0609
2037,3.0614
2038,3.0618
2039,3.0603
2040,3.0608
2041,3.0612
2042,3.0617
2043,3.0622
2044,3.0626
2045,3.0631
2046,3.0635
2047,3.0640
2048,3.0645
2049,3.0649
2050,3.0634
2051,3.0619
2052,3.0624
2053,3.0628
2054,3.0633
2055,3.0637
2056,3.0623
2057,3.0627
2058,3.0632
2059,3.0636
2060,3.0641
2061,3.0626
2062,3.0630
2063,3.0635
2064,3.0620
2065,3.0625
2066,3.0629
2067,3.0614
2068,3.0619
2069,3.0623
2070,3.0628
2071,3.0633
2072,3.0637
2073,3.0642
2074,3.0627
2075,3.0612
2076,3.0617
2077,3.0621
2078,3.0606
2079,3.0611
2080,3.0615
2081,3.0620
2082,3.0624
2083,3.0629
2084,3.0633
2085,3.0638
2086,3.0642
2087,3.0628
2088,3.0632
2089,3.0637
2090,3.0641
2091,3.0646
2092,3.0650
2093,3.0655
2094,3.0640
2095,3.0644
2096,3.0630
2097,3.0634
2098,3.0639
2099,3.0643
2100,3.0648
2101,3.0652
2102,3.0657
2103,3.0642
2104,3.0646
2105,3.0651
2106,3.0655
2107,3.0660
2108,3.0645
2109,3.0650
2110,3.0635
2111,3.0640
2112,3.0644
2113,3.0629
2114,3.0634
2115,3.0638
2116,3.0624
2117,3.0628
2118,3.0633
2119,3.0618
2120,3.0623
2121,3.0627
2122,3.0613
2123,3.0617
2124,3.0621
2125,3.0626
2126,3.0630
2127,3.0635
2128,3.0639
2129,3.0643
2130,3.0648
2131,3.0652
2132,3.0657
2133,3.0661
2134,3.0647
2135,3.0651
2136,3.0637
2137,3.0641
2138,3.0645
2139,3.0650
2140,3.0636
2141,3.0621
2142,3.0607
2143,3.0611
2144,3.0616
2145,3.0620
2146,3.0624
2147,3.0629
2148,3.0633
2149,3.0619
2150,3.0623
2151,3.0628
2152,3.0632
2153,3.0636
2154,3.0641
2155,3.0645
2156,3.0631
2157,3.0635
2158,3.0621
2159,3.0607
2160,3.0611
2161,3.0615
2162,3.0620
2163,3.0624
2164,3.0610
2165,3.0614
2166,3.0619
2167,3.0623
2168,3.0627
2169,3.0632
2170,3.0636
2171,3.0640
2172,3.0645
2173,3.0649
2174,3.0653
2175,3.0657
2176,3.0662
2177,3.0666
2178,3.0670
2179,3.0675
2180,3.0679
2181,3.0665
2182,3.0669
2183,3.0655
2184,3.0641
2185,3.0645
2186,3.0650
2187,3.0654
2188,3.0658
2189,3.0644
2190,3.0648
2191,3.0653
2192,3.0657
2193,3.0661
2194,3.0665
2195,3.0651
2196,3.0656
2197,3.0660
2198,3.0664
2199,3.0668
2200,3.0673
2201,3.0677
2202,3.0681
2203,3.0667
2204,3.0653
2205,3.0658
2206,3.0662
2207,3.0666
2208,3.0670
2209,3.0675
2210,3.0679
2211,3.0683
2212,3.0687
2213,3.0691
2214,3.0696
2215,3.0682
2216,3.0686
2217,3.0690
2218,3.0676
2219,3.0680
2220,3.0685
2221,3.0689
2222,3.0693
2223,3.0697
2224,3.0701
2225,3.0706
2226,3.0692
2227,3.0678
2228,3.0682
2229,3.0668
2230,3.0673
2231,3.0677
2232,3.0663
2233,3.0667
2234,3.0654
2235,3.0658
2236,3.0662
2237,3.0666
2238,3.0670
2239,3.0657
2240,3.0661
2241,3.0665
2242,3.0669
2243,3.0673
2244,3.0677
2245,3.0664
2246,3.0668
2247,3.0672
2248,3.0676
2249,3.0680
2250,3.0684
2251,3.0689
2252,3.0693
2253,3.0697
2254,3.0701
2255,3.0705
2256,3.0709
2257,3.0696
2258,3.0700
2259,3.0704
2260,3.0708
2261,3.0712
2262,3.0716
2263,3.0720
2264,3.0724
2265,3.0728
2266,3.0733
2267,3.0737
2268,3.0741
2269,3.0745
2270,3.0749
2271,3.0735
2272,3.0739
2273,3.0744
2274,3.0748
2275,3.0752
2276,3.0756
2277,3.0760
2278,3.0764
2279,3.0768
2280,3.0772
2281,3.0776
2282,3.0780
2283,3.0784
2284,3.0788
2285,3.0792
2286,3.0796
2287,3.0800
2288,3.0804
2289,3.0808
2290,3.0812
2291,3.0816
2292,3.0820
2293,3.0824
2294,3.0811
2295,3.0815
2296,3.0819
2297,3.0805
2298,3.0809
2299,3.0796
2300,3.0783
2301,3.0769
2302,3.0756
2303,3.0760
2304,3.0764
2305,3.0751
2306,3.0755
2307,3.0759
2308,3.0763
2309,3.0767
2310,3.0753
2311,3.0757
2312,3.0761
2313,3.0765
2314,3.0769
2315,3.0756
2316,3.0760
2317,3.0764
2318,3.0768
2319,3.0772
2320,3.0776
2321,3.0780
2322,3.0784
2323,3.0788
2324,3.0792
2325,3.0796
2326,3.0800
2327,3.0804
2328,3.0808
2329,3.0812
2330,3.0815
2331,3.0819
2332,3.0823
2333,3.0827
2334,3.0814
2335,3.0818
2336,3.0822
2337,3.0826
2338,3.0813
2339,3.0817
2340,3.0821
2341,3.0824
2342,3.0828
2343,3.0832
2344,3.0819
2345,3.0823
2346,3.0810
2347,3.0797
2348,3.0784
2349,3.0788
2350,3.0791
2351,3.0795
2352,3.0799
2353,3.0803
2354,3.0807
2355,3.0811
2356,3.0815
2357,3.0819
2358,3.0823
2359,3.0810
2360,3.0797
2361,3.0801
2362,3.0804
2363,3.0808
2364,3.0812
2365,3.0816
2366,3.0820
2367,3.0824
2368,3.0828
2369,3.0832
2370,3.0819
2371,3.0806
2372,3.0809
2373,3.0813
2374,3.0817
2375,3.0821
2376,3.0825
2377,3.0829
2378,3.0833
2379,3.0836
2380,3.0840
2381,3.0844
2382,3.0831
2383,3.0818
2384,3.0822
2385,3.0826
2386,3.0830
2387,3.0817
2388,3.0821
2389,3.0825
2390,3.0812
2391,3.0799
2392,3.0786
2393,3.0773
2394,3.0777
2395,3.0781
2396,3.0785
2397,3.0788
2398,3.0792
2399,3.0779
2400,3.0783
2401,3.0771
2402,3.0758
2403,3.0762
2404,3.0765
2405,3.0769
2406,3.0773
2407,3.0777
2408,3.0781
2409,3.0785
2410,3.0788
2411,3.0792
2412,3.0796
2413,3.0800
2414,3.0804
2415,3.0791
2416,3.0778
2417,3.0782
2418,3.0786
2419,3.0790
2420,3.0777
2421,3.0781
2422,3.0768
2423,3.0772
2424,3.0776
2425,3.0779
2426,3.0783
2427,3.0787
2428,3.0791
2429,3.0795
2430,3.0798
2431,3.0786
2432,3.0789
2433,3.0793
2434,3.0797
2435,3.0784
2436,3.0788
2437,3.0792
2438,3.0796
2439,3.0800
2440,3.0787
2441,3.0791
2442,3.0794
2443,3.0798
2444,3.0802
2445,3.0806
2446,3.0809
2447,3.0813
2448,3.0801
2449,3.0804
2450,3.0792
2451,3.0796
2452,3.0783
2453,3.0787
2454,3.0791
2455,3.0794
2456,3.0798
2457,3.0786
2458,3.0789
2459,3.0793
2460,3.0780
2461,3.0784
2462,3.0788
2463,3.0792
2464,3.0795
2465,3.0783
2466,3.0787
2467,3.0790
2468,3.0794
2469,3.0798
2470,3.0802
2471,3.0805
2472,3.0809
2473,3.0813
2474,3.0816
2475,3.0804
2476,3.0808
2477,3.0811
2478,3.0815
2479,3.0819
2480,3.0823
2481,3.0810
2482,3.0814
2483,3.0818
2484,3.0821
2485,3.0825
2486,3.0829
2487,3.0816
2488,3.0820
2489,3.0824
2490,3.0827
2491,3.0831
2492,3.0835
2493,3.0838
2494,3.0842
2495,3.0830
2496,3.0833
2497,3.0837
2498,3.0825
2499,3.0828
2500,3.0832
2501,3.0836
2502,3.0823
2503,3.0827
2504,3.0831
2505,3.0818
2506,3.0822
2507,3.0826
2508,3.0829
2509,3.0817
2510,3.0821
2511,3.0824
2512,3.0828
2513,3.0832
2514,3.0835
2515,3.0823
2516,3.0827
2517,3.0830
2518,3.0834
2519,3.0838
2520,3.0841
2521,3.0845
2522,3.0849
2523,3.0852
2524,3.0840
2525,3.0844
2526,3.0847
2527,3.0851
2528,3.0854
2529,3.0842
2530,3.0846
2531,3.0849
2532,3.0853
2533,3.0857
2534,3.0845
2535,3.0848
2536,3.0852
2537,3.0855
2538,3.0859
2539,3.0847
2540,3.0835
2541,3.0838
2542,3.0842
2543,3.0845
2544,3.0849
2545,3.0853
2546,3.0856
2547,3.0860
2548,3.0848
2549,3.0851
2550,3.0839
2551,3.0843
2552,3.0831
2553,3.0834
2554,3.0838
2555,3.0841
2556,3.0845
2557,3.0849
2558,3.0852
2559,3.0856
2560,3.0859
2561,3.0863
2562,3.0867
2563,3.0870
2564,3.0874
2565,3.0877
2566,3.0881
2567,3.0884
2568,3.0888
2569,3.0891
2570,3.0895
2571,3.0883
2572,3.0871
2573,3.0874
2574,3.0878
2575,3.0882
2576,3.0870
2577,3.0873
2578,3.0877
2579,3.0880
2580,3.0868
2581,3.0872
2582,3.0875
2583,3.0879
2584,3.0882
2585,3.0870
2586,3.0874
2587,3.0862
2588,3.0866
2589,3.0869
2590,3.0873
2591,3.0876
2592,3.0880
2593,3.0868
2594,3.0856
2595,3.0859
2596,3.0863
2597,3.0866
2598,3.0870
2599,3.0873
2600,3.0877
2601,3.0880
2602,3.0869
2603,3.0857
2604,3.0845
2605,3.0848
2606,3.0852
2607,3.0855
2608,3.0859
2609,3.0862
2610,3.0866
2611,3.0869
2612,3.0873
2613,3.0876
2614,3.0865
2615,3.0868
2616,3.0872
2617,3.0875
2618,3.0879
2619,3.0882
2620,3.0870
2621,3.0874
2622,3.0862
2623,3.0850
2624,3.0854
2625,3.0857
2626,3.0861
2627,3.0864
2628,3.0868
2629,3.0871
2630,3.0875
2631,3.0863
2632,3.0866
2633,3.0855
2634,3.0858
2635,3.0861
2636,3.0850
2637,3.0853
2638,3.0857
2639,3.0860
2640,3.0864
2641,3.0867
2642,3.0871
2643,3.0874
2644,3.0862
2645,3.0866
2646,3.0869
2647,3.0873
2648,3.0876
2649,3.0880
2650,3.0883
2651,3.0871
2652,3.0875
2653,3.0878
2654,3.0882
2655,3.0885
2656,3.0873
2657,3.0877
2658,3.0880
2659,3.0884
2660,3.0887
2661,3.0891
2662,3.0879
2663,3.0882
2664,3.0886
2665,3.0889
2666,3.0893
2667,3.0896
2668,3.0900
2669,3.0903
2670,3.0906
2671,3.0910
2672,3.0898
2673,3.0902
2674,3.0905
2675,3.0908
2676,3.0912
2677,3.0900
2678,3.0904
2679,3.0907
2680,3.0910
2681,3.0899
2682,3.0887
2683,3.0891
2684,3.0894
2685,3.0898
2686,3.0901
2687,3.0889
2688,3.0893
2689,3.0896
2690,3.0900
2691,3.0888
2692,3.0892
2693,3.0895
2694,3.0898
2695,3.0902
2696,3.0905
2697,3.0908
2698,3.0912
2699,3.0915
2700,3.0919
2701,3.0922
2702,3.0925
2703,3.0929
2704,3.0917
2705,3.0921
2706,3.0924
2707,3.0927
2708,3.0931
2709,3.0934
2710,3.0923
2711,3.0926
2712,3.0929
2713,3.0933
2714,3.0936
2715,3.0939
2716,3.0943
2717,3.0946
2718,3.0935
2719,3.0938
2720,3.0941
2721,3.0945
2722,3.0948
2723,3.0951
2724,3.0954
2725,3.0958
2726,3.0961
2727,3.0950
2728,3.0938
2729,3.0927
2730,3.0930
2731,3.0934
2732,3.0937
2733,3.0940
2734,3.0944
2735,3.0932
2736,3.0936
2737,3.0939
2738,3.0942
2739,3.0946
2740,3.0949
2741,3.0952
2742,3.0956
2743,3.0944
2744,3.0948
2745,3.0951
2746,3.0954
2747,3.0957
2748,3.0961
2749,3.0964
2750,3.0967
2751,3.0971
2752,3.0974
2753,3.0977
2754,3.0966
2755,3.0969
2756,3.0972
2757,3.0976
2758,3.0979
2759,3.0982
2760,3.0986
2761,3.0989
2762,3.0992
2763,3.0995
2764,3.0999
2765,3.1002
2766,3.1005
2767,3.0994
2768,3.0997
2769,3.1000
2770,3.1004
2771,3.1007
2772,3.0996
2773,3.0984
2774,3.0988
2775,3.0991
2776,3.0994
2777,3.0997
2778,3.1001
2779,3.0990
2780,3.0993
2781,3.0982
2782,3.0971
2783,3.0974
2784,3.0977
2785,3.0980
2786,3.0983
2787,3.0987
2788,3.0990
2789,3.0993
2790,3.0982
2791,3.0985
2792,3.0989
2793,3.0992
2794,3.0995
2795,3.0984
2796,3.0987
2797,3.0990
2798,3.0994
2799,3.0997
2800,3.1000
2801,3.1003
2802,3.1006
2803,3.1010
2804,3.1013
2805,3.1016
2806,3.1005
2807,3.1008
2808,3.0997
2809,3.1000
2810,3.0989
2811,3.0978
2812,3.0967
2813,3.0956
2814,3.0945
2815,3.0948
2816,3.0938
2817,3.0941
2818,3.0944
2819,3.0947
2820,3.0950
2821,3.0939
2822,3.0943
2823,3.0946
2824,3.0949
2825,3.0952
2826,3.0955
2827,3.0959
2828,3.0962
2829,3.0951
2830,3.0940
2831,3.0943
2832,3.0946
2833,3.0950
2834,3.0953
2835,3.0942
2836,3.0945
2837,3.0948
2838,3.0937
2839,3.0940
2840,3.0944
2841,3.0947
2842,3.0950
2843,3.0953
2844,3.0956
2845,3.0946
2846,3.0949
2847,3.0952
2848,3.0955
2849,3.0958
2850,3.0961
2851,3.0965
2852,3.0954
2853,3.0957
2854,3.0946
2855,3.0949
2856,3.0952
2857,3.0956
2858,3.0959
2859,3.0962
2860,3.0951
2861,3.0940
2862,3.0943
2863,3.0947
2864,3.0950
2865,3.0953
2866,3.0956
2867,3.0959
2868,3.0948
2869,3.0938
2870,3.0941
2871,3.0930
2872,3.0933
2873,3.0936
2874,3.0939
2875,3.0929
2876,3.0932
2877,3.0935
2878,3.0938
2879,3.0941
2880,3.0944
2881,3.0948
2882,3.0937
2883,3.0940
2884,3.0929
2885,3.0919
2886,3.0922
2887,3.0925
2888,3.0914
2889,3.0917
2890,3.0920
2891,3.0924
2892,3.0927
2893,3.0930
2894,3.0933
2895,3.0936
2896,3.0939
2897,3.0942
2898,3.0945
2899,3.0949
2900,3.0938
2901,3.0941
2902,3.0930
2903,3.0934
2904,3.0937
2905,3.0940
2906,3.0943
2907,3.0946
2908,3.0949
2909,3.0952
2910,3.0955
2911,3.0958
2912,3.0962
2913,3.0965
2914,3.0968
2915,3.0971
2916,3.0974
2917,3.0977
2918,3.0980
2919,3.0983
2920,3.0986
2921,3.0989
2922,3.0979
2923,3.0968
2924,3.0958
2925,3.0961
2926,3.0950
2927,3.0940
2928,3.0929
2929,3.0932
2930,3.0935
2931,3.0938
2932,3.0941
2933,3.0944
2934,3.0948
2935,3.0951
2936,3.0954
2937,3.0957
2938,3.0960
2939,3.0963
2940,3.0966
2941,3.0969
2942,3.0972
2943,3.0975
2944,3.0978
2945,3.0981
2946,3.0984
2947,3.0987
2948,3.0991
2949,3.0994
2950,3.0983
2951,3.0986
2952,3.0989
2953,3.0992
2954,3.0995
2955,3.0985
2956,3.0988
2957,3.0977
2958,3.0967
2959,3.0956
2960,3.0959
2961,3.0949
2962,3.0939
2963,3.0942
2964,3.0931
2965,3.0921
2966,3.0910
2967,3.0913
2968,3.0916
2969,3.0920
2970,3.0909
2971,3.0912
2972,3.0915
2973,3.0918
2974,3.0921
2975,3.0924
2976,3.0927
2977,3.0930
2978,3.0934
2979,3.0937
2980,3.0926
2981,3.0916
2982,3.0919
2983,3.0922
2984,3.0925
2985,3.0928
2986,3.0918
2987,3.0907
2988,3.0910
2989,3.0913
2990,3.0916
2991,3.0919
2992,3.0922
2993,3.0925
2994,3.0915
2995,3.0918
2996,3.0908
2997,3.0898
2998,3.0901
2999,3.0904
3000,3.0907
3001,3.0910
3002,3.0913
3003,3.0902
3004,3.0905
3005,3.0908
3006,3.0898
3007,3.0888
3008,3.0891
3009,3.0894
3010,3.0897
3011,3.0887
3012,3.0890
3013,3.0893
3014,3.0896
3015,3.0899
3016,3.0902
3017,3.0892
3018,3.0881
3019,3.0884
3020,3.0887
3021,3.0890
3022,3.0880
3023,3.0870
3024,3.0873
3025,3.0863
3026,3.0866
3027,3.0869
3028,3.0859
3029,3.0862
3030,3.0865
3031,3.0868
3032,3.0858
3033,3.0847
3034,3.0837
3035,3.0827
3036,3.0817
3037,3.0820
3038,3.0810
3039,3.0813
3040,3.0803
3041,3.0806
3042,3.0809
3043,3.0812
3044,3.0815
3045,3.0818
3046,3.0821
3047,3.0824
3048,3.0827
3049,3.0830
3050,3.0820
3051,3.0823
3052,3.0826
3053,3.0829
3054,3.0819
3055,3.0822
3056,3.0825
3057,3.0828
3058,3.0831
3059,3.0834
3060,3.0837
3061,3.0840
3062,3.0843
3063,3.0846
3064,3.0849
3065,3.0852
3066,3.0841
3067,3.0844
3068,3.0847
3069,3.0850
3070,3.0840
3071,3.0830
3072,3.0820
3073,3.0823
3074,3.0826
3075,3.0829
3076,3.0832
3077,3.0822
3078,3.0825
3079,3.0828
3080,3.0831
3081,3.0834
3082,3.0837
3083,3.0827
3084,3.0830
3085,3.0833
3086,3.0823
3087,3.0826
3088,3.0829
3089,3.0819
3090,3.0809
3091,3.0799
3092,3.0789
3093,3.0792
3094,3.0795
3095,3.0798
3096,3.0801
3097,3.0804
3098,3.0794
3099,3.0797
3100,3.0800
3101,3.0803
3102,3.0793
3103,3.0796
3104,3.0799
3105,3.0802
3106,3.0805
3107,3.0808
3108,3.0811
3109,3.0814
3110,3.0817
3111,3.0820
3112,3.0823
3113,3.0813
3114,3.0816
3115,3.0819
3116,3.0822
3117,3.0825
3118,3.0827
3119,3.0830
3120,3.0833
3121,3.0836
3122,3.0826
3123,3.0829
3124,3.0832
3125,3.0835
3126,3.0838
3127,3.0841
3128,3.0844
3129,3.0847
3130,3.0850
3131,3.0853
3132,3.0856
3133,3.0859
3134,3.0862
3135,3.0864
3136,3.0855
3137,3.0845
3138,3.0848
3139,3.0838
3140,3.0841
3141,3.0844
3142,3.0834
3143,3.0824
3144,3.0827
3145,3.0830
3146,3.0833
3147,3.0836
3148,3.0839
3149,3.0829
3150,3.0832
3151,3.0835
3152,3.0838
3153,3.0840
3154,3.0831
3155,3.0821
3156,3.0811
3157,3.0814
3158,3.0817
3159,3.0820
3160,3.0810
3161,3.0813
3162,3.0816
3163,3.0806
3164,3.0796
3165,3.0799
3166,3.0802
3167,3.0805
3168,3.0808
3169,3.0811
3170,3.0801
3171,3.0792
3172,3.0794
3173,3.0785
3174,3.0775
3175,3.0778
3176,3.0781
3177,3.0784
3178,3.0787
3179,3.0790
3180,3.0792
3181,3.0795
3182,3.0798
3183,3.0789
3184,3.0779
3185,3.0782
3186,3.0772
3187,3.0775
3188,3.0778
3189,3.0781
3190,3.0784
3191,3.0787
3192,3.0789
3193,3.0792
3194,3.0795
3195,3.0798
3196,3.0801
3197,3.0804
3198,3.0807
3199,3.0797
3200,3.0787
3201,3.0790
3202,3.0793
3203,3.0796
3204,3.0799
3205,3.0802
3206,3.0792
3207,3.0783
3208,3.0786
3209,3.0788
3210,3.0791
3211,3.0794
3212,3.0785
3213,3.0775
3214,3.0778
3215,3.0781
3216,3.0784
3217,3.0786
3218,3.0777
3219,3.0767
3220,3.0770
3221,3.0773
3222,3.0776
3223,3.0779
3224,3.0769
3225,3.0760
3226,3.0763
3227,3.0765
3228,3.0768
3229,3.0771
3230,3.0774
3231,3.0777
3232,3.0780
3233,3.0783
3234,3.0785
3235,3.0788
3236,3.0779
3237,3.0782
3238,3.0784
3239,3.0787
3240,3.0790
3241,3.0793
3242,3.0796
3243,3.0799
3244,3.0801
3245,3.0804
3246,3.0807
3247,3.0810
3248,3.0800
3249,3.0803
3250,3.0806
3251,3.0809
3252,3.0812
3253,3.0815
3254,3.0817
3255,3.0820
3256,3.0823
3257,3.0826
3258,3.0829
3259,3.0819
3260,3.0810
3261,3.0813
3262,3.0803
3263,3.0794
3264,3.0797
3265,3.0799
3266,3.0802
3267,3.0805
3268,3.0808
3269,3.0811
3270,3.0813
3271,3.0816
3272,3.0819
3273,3.0810
3274,3.0812
3275,3.0815
3276,3.0818
3277,3.0821
3278,3.0824
3279,3.0826
3280,3.0829
3281,3.0832
3282,3.0823
3283,3.0813
3284,3.0804
3285,3.0807
3286,3.0809
3287,3.0812
3288,3.0815
3289,3.0818
3290,3.0809
3291,3.0811
3292,3.0814
3293,3.0805
3294,3.0795
3295,3.0798
3296,3.0789
3297,3.0792
3298,3.0794
3299,3.0797
3300,3.0788
3301,3.0791
3302,3.0793
3303,3.0796
3304,3.0799
3305,3.0802
3306,3.0805
3307,3.0807
3308,3.0810
3309,3.0813
3310,3.0816
3311,3.0818
3312,3.0821
3313,3.0824
3314,3.0815
3315,3.0805
3316,3.0808
3317,3.0811
3318,3.0814
3319,3.0817
3320,3.0819
3321,3.0822
3322,3.0825
3323,3.0816
3324,3.0818
3325,3.0821
3326,3.0824
3327,3.0827
3328,3.0829
3329,3.0832
3330,3.0835
3331,3.0838
3332,3.0828
3333,3.0831
3334,3.0834
3335,3.0837
3336,3.0839
3337,3.0842
3338,3.0833
3339,3.0836
3340,3.0838
3341,3.0841
3342,3.0844
3343,3.0835
3344,3.0837
3345,3.0840
3346,3.0843
3347,3.0834
3348,3.0836
3349,3.0827
3350,3.0830
3351,3.0833
3352,3.0835
3353,3.0838
3354,3.0829
3355,3.0832
3356,3.0834
3357,3.0837
3358,3.0840
3359,3.0843
3360,3.0845
3361,3.0848
3362,3.0839
3363,3.0842
3364,3.0844
3365,3.0847
3366,3.0850
3367,3.0852
3368,3.0855
3369,3.0858
3370,3.0861
3371,3.0863
3372,3.0866
3373,3.0869
3374,3.0860
3375,3.0862
3376,3.0865
3377,3.0868
3378,3.0858
3379,3.0861
3380,3.0852
3381,3.0855
3382,3.0857
3383,3.0848
3384,3.0851
3385,3.0854
3386,3.0845
3387,3.0836
3388,3.0838
3389,3.0841
3390,3.0844
3391,3.0846
3392,3.0849
3393,3.0852
3394,3.0854
3395,3.0857
3396,3.0848
3397,3.0851
3398,3.0853
3399,3.0856
3400,3.0859
3401,3.0862
3402,3.0864
3403,3.0867
3404,3.0870
3405,3.0860
3406,3.0863
3407,3.0854
3408,3.0857
3409,3.0859
3410,3.0850
3411,3.0853
3412,3.0844
3413,3.0847
3414,3.0849
3415,3.0840
3416,3.0831
3417,3.0834
3418,3.0837
3419,3.0839
3420,3.0842
3421,3.0833
3422,3.0836
3423,3.0827
3424,3.0829
3425,3.0832
3426,3.0835
3427,3.0837
3428,3.0840
3429,3.0843
3430,3.0845
3431,3.0848
3432,3.0839
3433,3.0842
3434,3.0844
3435,3.0847
3436,3.0850
3437,3.0852
3438,3.0855
3439,3.0858
3440,3.0860
3441,3.0863
3442,3.0854
3443,3.0845
3444,3.0848
3445,3.0839
3446,3.0842
3447,3.0833
3448,3.0835
3449,3.0838
3450,3.0841
3451,3.0843
3452,3.0846
3453,3.0837
3454,3.0840
3455,3.0831
3456,3.0833
3457,3.0836
3458,3.0839
3459,3.0841
3460,3.0844
3461,3.0847
3462,3.0849
3463,3.0852
3464,3.0855
3465,3.0857
3466,3.0860
3467,3.0851
3468,3.0854
3469,3.0845
3470,3.0847
3471,3.0850
3472,3.0853
3473,3.0855
3474,3.0858
3475,3.0849
3476,3.0840
3477,3.0843
3478,3.0845
3479,3.0848
3480,3.0851
3481,3.0853
3482,3.0856
3483,3.0858
3484,3.0861
3485,3.0864
3486,3.0866
3487,3.0857
3488,3.0860
3489,3.0863
3490,3.0865
3491,3.0868
3492,3.0871
3493,3.0862
3494,3.0864
3495,3.0867
3496,3.0870
3497,3.0861
3498,3.0852
3499,3.0855
3500,3.0846
3501,3.0848
3502,3.0851
3503,3.0854
3504,3.0856
3505,3.0859
3506,3.0861
3507,3.0864
3508,3.0855
3509,3.0858
3510,3.0860
3511,3.0863
3512,3.0866
3513,3.0868
3514,3.0871
3515,3.0873
3516,3.0876
3517,3.0879
3518,3.0881
3519,3.0872
3520,3.0864
3521,3.0855
3522,3.0857
3523,3.0860
3524,3.0863
3525,3.0865
3526,3.0868
3527,3.0859
3528,3.0862
3529,3.0864
3530,3.0856
3531,3.0858
3532,3.0861
3533,3.0863
3534,3.0866
3535,3.0868
3536,3.0871
3537,3.0874
3538,3.0876
3539,3.0879
3540,3.0881
3541,3.0884
3542,3.0887
3543,3.0889
3544,3.0892
3545,3.0894
3546,3.0897
3547,3.0899
3548,3.0902
3549,3.0893
3550,3.0896
3551,3.0887
3552,3.0890
3553,3.0892
3554,3.0895
3555,3.0897
3556,3.0900
3557,3.0902
3558,3.0905
3559,3.0896
3560,3.0888
3561,3.0890
3562,3.0882
3563,3.0884
3564,3.0875
3565,3.0878
3566,3.0869
3567,3.0872
3568,3.0863
3569,3.0866
3570,3.0868
3571,3.0871
3572,3.0862
3573,3.0865
3574,3.0867
3575,3.0870
3576,3.0861
3577,3.0864
3578,3.0866
3579,3.0869
3580,3.0872
3581,3.0874
3582,3.0877
3583,3.0879
3584,3.0871
3585,3.0873
3586,3.0876
3587,3.0878
3588,3.0881
3589,3.0883
3590,3.0886
3591,3.0888
3592,3.0891
3593,3.0893
3594,3.0896
3595,3.0887
3596,3.0890
3597,3.0892
3598,3.0895
3599,3.0897
3600,3.0900
3601,3.0891
3602,3.0894
3603,3.0896
3604,3.0899
3605,3.0902
3606,3.0893
3607,3.0884
3608,3.0887
3609,3.0889
3610,3.0881
3611,3.0883
3612,3.0886
3613,3.0888
3614,3.0891
3615,3.0893
3616,3.0896
3617,3.0899
3618,3.0901
3619,3.0904
3620,3.0895
3621,3.0898
3622,3.0900
